Address,Award,Comments,Cuisine,FacilitiesAndServices,Hour,Location,Name,PhoneNumber,Price,Url,WebsiteUrl,_id,coord
"2-12-11 Iriya, Taito-ku, Tokyo, 110-0013, Japan",3,7017611,Tempura,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",1,"Tokyo, Japan",Tempura Otsuka,+81338738826,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/tempura-otsuka,,63da3cd83edd49a903f17218,"[139.789306,35.719715]"
"4-16-3 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",3,302869,French,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",11,"Tokyo, Japan","L'AS",+818033104058,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/l-as,https://las-minamiaoyama.com/,63da3cd83edd49a903f17219,"[139.7171267,35.6660913]"
"2-15-16 Midorigaoka, Meguro-ku, Tokyo, 152-0034, Japan",1,8259433,Tonkatsu,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",15,"Tokyo, Japan",Tonkatsuya Sato,+81357268874,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/tonkatsuya-sato,,63da3cd83edd49a903f1721a,"[139.6736293,35.6086213]"
"1F, Shimbashi Ekimae Ichigokan, 2-20-15 Shimbashi, Minato-ku, Tokyo, 105-0004, Japan",3,1545609,Ramen,"Air conditioning,Cash only,Counter dining",6,"Tokyo, Japan",HARU CHAN Ramen,,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/haru-chan-ramen,,63da3cd83edd49a903f1721b,"[139.759538,35.666214]"
"28-2 Sakuragaokacho, Shibuya-ku, Tokyo, 150-0031, Japan",3,7525237,Izakaya,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Notable sake list,Visa credit card",0,"Tokyo, Japan",Kotaro,+81354285705,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/kotaro,,63da3cd83edd49a903f1721c,"[139.699265,35.655534]"
"2-2-11 Jiyugaoka, Meguro-ku, Tokyo, 152-0035, Japan",1,2915710,French,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",3,"Tokyo, Japan","D'êtraison",+81364212386,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/d-etraison,https://detraison.com/,63da3cd83edd49a903f1721d,"[139.6666473,35.6132214]"
"6-4-15 Akasaka, Minato-ku, Tokyo, 107-0052, Japan",1,4943726,French,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card",5,"Tokyo, Japan",COMME À LA MAISON,+81335053345,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/comme-a-la-maison,,63da3cd83edd49a903f1721e,"[139.734375,35.670221]"
"1-23-12 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",1,8592841,Chinese,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",11,"Tokyo, Japan",Nogizaka yui,+81343628100,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/nogizaka-yui,,63da3cd83edd49a903f1721f,"[139.724899,35.666701]"
"1-23-15 Meguro, Meguro-ku, Tokyo, 153-0063, Japan",1,2301269,French,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",8,"Tokyo, Japan",Bistro topology,+81364200136,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/bistro-topology,,63da3cd83edd49a903f17220,"[139.710456,35.6353]"
"2F, 3-10-1 Kandaogawamachi, Chiyoda-ku, Tokyo, 101-0052, Japan",2,8942997,Curry,"Air conditioning,Cash only,Counter dining",13,"Tokyo, Japan",Bistro Beppinsha,+818078965596,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/bistro-beppinsha,https://www.beppinsya.com/,63da3cd83edd49a903f17221,"[139.7612797,35.6958855]"
"3-5-22 Ikejiri, Setagaya-ku, Tokyo, 154-0001, Japan",1,8781912,French,"Air conditioning,American Express credit card,Cash only - lunch,Counter dining,Mastercard credit card,Visa credit card",16,"Tokyo, Japan",Lien,+81364138552,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/lien,https://lien-french.com/,63da3cd83edd49a903f17222,"[139.681147,35.651263]"
"3-1-15 Kitazawa, Setagaya-ku, Tokyo, 155-0031, Japan",0,6757573,Moroccan,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",1,"Tokyo, Japan",ENRIQUE MARRUECOS,+81334671106,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/enrique-marruecos,https://cuisinedumaroc.jp/,63da3cd83edd49a903f17223,"[139.6728094,35.6660493]"
"1-27-8 Kameari, Katsushika-ku, Tokyo, 125-0061, Japan",3,1813780,Soba,"Air conditioning,Cash only",0,"Tokyo, Japan",Gimpachitei Yazawa,+81336908228,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/gimpachitei-yazawa,,63da3cd83edd49a903f17224,"[139.8463681,35.7628822]"
"2F, 2-27-4 Nishihara, Shibuya-ku, Tokyo, 151-0066, Japan",0,6467522,Dumplings,"Air conditioning,Cash only,Counter dining",12,"Tokyo, Japan",Nihao,+81334650747,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/nihao,,63da3cd83edd49a903f17225,"[139.678335,35.675256]"
"3-22 Arakicho, Shinjuku-ku, Tokyo, 160-0007, Japan",3,3046978,Tonkatsu,"Air conditioning,Cash only,Counter dining",1,"Tokyo, Japan",Sharikimon Chawambu,+81333561680,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sharikimon-chawambu,,63da3cd83edd49a903f17226,"[139.722579,35.688886]"
"6-1-4 Ikegami, Ota-ku, Tokyo, 146-0082, Japan",3,7412307,Tonkatsu,"Air conditioning,Cash only,Counter dining",13,"Tokyo, Japan",Tonkatsu Enraku,+81337548243,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/tonkatsu-enraku,,63da3cd83edd49a903f17227,"[139.704233,35.57294]"
"7-6-2 Roppongi, Minato-ku, Tokyo, 106-0032, Japan",2,6410170,Pizza,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",2,"Tokyo, Japan",PST Roppongiten,+81364347932,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/pst-roppongiten,http://pst-tk2-ad.com/,63da3cd83edd49a903f17228,"[139.7283196,35.6647107]"
"2-7-9 Yaesu, Chuo-ku, Tokyo, 104-0028, Japan",2,6371371,Indian,"Air conditioning,Cash only - lunch",18,"Tokyo, Japan",Dhaba India,+81332727160,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/dhaba-india,http://dhabaindiatokyo.com/,63da3cd83edd49a903f17229,"[139.7686055,35.67714]"
"2-19-2 Higashiazabu, Minato-ku, Tokyo, 106-0044, Japan",3,5677905,French,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",0,"Tokyo, Japan",UNE PINCÉE,+81355612939,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/une-pincee,https://unepincee.com/,63da3cd83edd49a903f1722a,"[139.742547,35.656709]"
"2F, 1-34-10 Uehara, Shibuya-ku, Tokyo, 151-0064, Japan",4,2116560,Izakaya,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",6,"Tokyo, Japan",Shiomachi,+81368048484,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/shiomachi,,63da3cd83edd49a903f1722b,"[139.6819476,35.6694155]"
"5F, 8-7-2 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",2,7573423,Italian,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",12,"Tokyo, Japan",Osteria da K. [káppa],+81362746620,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/osteria-da-k-kappa,http://ginzakappa.com/,63da3cd83edd49a903f1722c,"[139.7615675,35.6689005]"
"3-21-2 Nishihara, Shibuya-ku, Tokyo, 151-0066, Japan",2,8201442,Dumplings,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",10,"Tokyo, Japan",Andagyoza,+81364078813,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/andagyoza,https://andagyoza.tumblr.com/,63da3cd83edd49a903f1722d,"[139.6819359,35.6705996]"
"3-6 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",3,5373572,Spanish,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",10,"Tokyo, Japan",estación,+81352253808,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/estacion,,63da3cd83edd49a903f1722e,"[139.7406406,35.7007341]"
"3-21-11 Shirokane, Minato-ku, Tokyo, 108-0072, Japan",0,7384783,Soba,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",5,"Tokyo, Japan",KYORIN,+81354228829,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/kyorin,,63da3cd83edd49a903f1722f,"[139.7305453,35.6444779]"
"4-5-18 Honcho, Nakano-ku, Tokyo, 164-0012, Japan",1,8683561,Chinese,"Air conditioning,Cash only,Counter dining",5,"Tokyo, Japan",Yuge,+817038618300,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/yuge,,63da3cd83edd49a903f17230,"[139.6739026,35.6966804]"
"1-12-15 Hiro, Shibuya-ku, Tokyo, 150-0012, Japan",4,8042009,Izakaya,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",18,"Tokyo, Japan",SŌWADŌ,+818080404822,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sowado,,63da3cd83edd49a903f17231,"[139.715191,35.647992]"
"5-10-8 Omorinishi, Ota-ku, Tokyo, 143-0015, Japan",2,5723861,Soba,"Air conditioning,Counter dining,Credit card / Debit card accepted",4,"Tokyo, Japan",Sobaya Moriiro,+81337616055,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sobaya-moriiro,,63da3cd83edd49a903f17232,"[139.7310903,35.5720818]"
"5-10-11 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",3,2632059,Japanese,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",10,"Tokyo, Japan",Noto Kanazawanosachi Ginza Furuta,+81335740252,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/noto-kanazawanosachi-ginza-furuta,https://noto-jidaiya.jp/,63da3cd83edd49a903f17233,"[139.765457,35.669887]"
"B1F, 1-29-5 Uehara, Shibuya-ku, Tokyo, 151-0064, Japan",3,2434934,Italian,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card",19,"Tokyo, Japan",Concerto,+81368048794,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/concerto,https://uehara-concerto.com/,63da3cd83edd49a903f17234,"[139.6799397,35.6683099]"
"1-9-6 Yushima, Bunkyo-ku, Tokyo, 113-0034, Japan",1,2901973,Oden,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card",1,"Tokyo, Japan",Konakara Honten,+81338160997,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/konakara-honten,,63da3cd83edd49a903f17235,"[139.7659834,35.7021694]"
"B1F, 2-5 Sarugakucho, Shibuya-ku, Tokyo, 150-0033, Japan",2,8932096,Izakaya,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",7,"Tokyo, Japan",Daikanyama Issai Kassai,+81364278689,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/daikanyama-issai-kassai,,63da3cd83edd49a903f17236,"[139.7048471,35.6529606]"
"4-13-19 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",4,4896369,French,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card",4,"Tokyo, Japan",Bistrot Vivienne,+81362732830,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/bistrot-vivienne,,63da3cd83edd49a903f17237,"[139.7688208,35.6696772]"
"4-3-4 Ueno, Taito-ku, Tokyo, 110-0005, Japan",3,8675765,Tonkatsu,"Air conditioning,Cash only,Counter dining",10,"Tokyo, Japan",Tompachitei,+81338314209,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/tompachitei,,63da3cd83edd49a903f17238,"[139.7737182,35.7084217]"
"1-7-2 Azabujuban, Minato-ku, Tokyo, 106-0045, Japan",4,1507901,Korean,Air conditioning,19,"Tokyo, Japan",Grace,+81334756972,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/grace-1193936,http://samgetang.jp/,63da3cd83edd49a903f17239,"[139.7347392,35.6566635]"
"B1F, 14-10 Daikanyamacho, Shibuya-ku, Tokyo, 150-0034, Japan",0,6964173,Italian,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",17,"Tokyo, Japan",falò,+81364550206,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/falo,https://falo-daikanyama.com/,63da3cd83edd49a903f1723a,"[139.7042856,35.6500153]"
"3-12-15 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",4,1292442,Italian,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",4,"Tokyo, Japan",LA BOTTEGAIA,+81362643565,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/la-bottegaia,https://www.da-felice.com/bottegaia/,63da3cd83edd49a903f1723b,"[139.768805,35.6706265]"
"1-33-11 Uehara, Shibuya-ku, Tokyo, 151-0064, Japan",1,3521940,Chinese,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",16,"Tokyo, Japan",Hibino Chukashokudo,+81357909655,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/hibino-chukashokudo,https://hibino-chuuka.com/,63da3cd83edd49a903f1723c,"[139.6808132,35.6691704]"
"2-15-1 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",1,7962986,French,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",12,"Tokyo, Japan",Le Bouton,+81337973837,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/le-bouton,http://www.lebouton.jp/,63da3cd83edd49a903f1723d,"[139.7209754,35.6616776]"
"2F, Ginza Inz 2, 2-2 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",4,3847135,Indian,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",7,"Tokyo, Japan","Bangera's Kitchen",+81335615516,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/bangera-s-kitchen,https://www.bangeras-kitchen.com/,63da3cd83edd49a903f1723e,"[139.764968,35.674776]"
"2-39-13 Kitazawa, Setagaya-ku, Tokyo, 155-0031, Japan",0,607371,Ramen,"Air conditioning,Cash only,Counter dining",5,"Tokyo, Japan",Chukasoba KOTETSU,+81354650044,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/chukasoba-kotetsu,,63da3cd83edd49a903f1723f,"[139.6663173,35.6646504]"
"4-4-2 Nishiogikita, Suginami-ku, Tokyo, 167-0042, Japan",2,1136901,Chinese,"Air conditioning,Cash only",19,"Tokyo, Japan",Sennomago,+81333904808,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sennomago,http://www.sennomago.com/,63da3cd83edd49a903f17240,"[139.5958052,35.7064078]"
"2F, 6-39 Arakicho, Shinjuku-ku, Tokyo, 160-0007, Japan",4,557370,Chinese,"Air conditioning,American Express credit card,Cash only - lunch,Counter dining,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",17,"Tokyo, Japan",you-en,+81362748987,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/you-en,https://www.you-en.jp/,63da3cd83edd49a903f17241,"[139.722594,35.689246]"
"2F, 1-25-32 Shirokane, Minato-ku, Tokyo, 108-0072, Japan",2,4655867,Italian,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",15,"Tokyo, Japan",AlCeppo,+81354241331,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/alceppo,https://www.al-ceppo.jp/,63da3cd83edd49a903f17242,"[139.7315586,35.6445827]"
"2-8-12 Shibuya, Shibuya-ku, Tokyo, 150-0002, Japan",1,28165,French,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",1,"Tokyo, Japan",Mono-bis,+81337971017,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/mono-bis,https://mono-bis.com/,63da3cd83edd49a903f17243,"[139.707748,35.6607451]"
"2-23-7 Nihombashiningyocho, Chuo-ku, Tokyo, 103-0013, Japan",2,353159,French,"Air conditioning,American Express credit card,Cash only - lunch,Counter dining,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card",8,"Tokyo, Japan",BARBE,+81366670281,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/barbe,https://www.barbe-hige.com/,63da3cd83edd49a903f17244,"[139.7845723,35.6866067]"
"25-14 Nakaitabashi, Itabashi-ku, Tokyo, 173-0016, Japan",3,4130848,Ramen,"Air conditioning,Cash only,Counter dining",5,"Tokyo, Japan",Chukasoba Sawa,,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/chukasoba-sawa,,63da3cd83edd49a903f17245,"[139.6959682,35.7563444]"
"B1F, 7-12 Uguisudanicho, Shibuya-ku, Tokyo, 150-0032, Japan",0,7702596,Japanese,"Air conditioning,Cash only,Counter dining",6,"Tokyo, Japan",Katsuo Shokudo,+81368775324,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/katsuo-shokudo,,63da3cd83edd49a903f17246,"[139.702122,35.654087]"
"4-10-6 Asakusa, Taito-ku, Tokyo, 111-0032, Japan",2,5591813,French,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",9,"Tokyo, Japan",noura,+81364581255,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/noura,https://www.noura0815.com/,63da3cd83edd49a903f17247,"[139.7971108,35.7184594]"
"3-24-1 Ryogoku, Sumida-ku, Tokyo, 130-0026, Japan",2,408195,Tonkatsu,"Air conditioning,American Express credit card,Cash only - lunch,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",11,"Tokyo, Japan",Tonkatsu Hasegawa,+81356252929,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/tonkatsu-hasegawa,https://tonkatsu-hasegawa.com/,63da3cd83edd49a903f17248,"[139.7939736,35.6950224]"
"38F, Mandarin Oriental, 2-1-1 Nihombashimuromachi, Chuo-ku, Tokyo, 103-8328, Japan",4,6758129,Pizza,"Air conditioning,American Express credit card,Car park,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",19,"Tokyo, Japan",The Pizza Bar on 38th,+81332708800,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/the-pizza-bar-on-38th,https://www.mandarinoriental.co.jp/,63da3cd83edd49a903f17249,"[139.773068,35.6870315]"
"3-23-21 Kitazawa, Setagaya-ku, Tokyo, 155-0031, Japan",2,2548257,French,"Air conditioning,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",16,"Tokyo, Japan",DIALOGUE,+81368048820,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/dialogue-1200268,https://dialoguefrench.wixsite.com/home,63da3cd83edd49a903f1724a,"[139.6698248,35.6649717]"
"6-8-18 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",3,3319508,French,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",12,"Tokyo, Japan",LAUBURU,+81334981314,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/lauburu,http://lauburu.jp/,63da3cd83edd49a903f1724b,"[139.716589,35.659959]"
"4-9-3 Todoroki, Setagaya-ku, Tokyo, 158-0082, Japan",2,3849616,Soba,"Air conditioning,Cash only,Counter dining,Notable sake list",13,"Tokyo, Japan",Sobamae Nagae,+81337016050,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sobamae-nagae,,63da3cd83edd49a903f1724c,"[139.65207,35.608061]"
"3-8-6 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",3,306749,Soba,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",14,"Tokyo, Japan",Soba Tajima,+81334456617,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/soba-tajima,http://www.sobatajima.jp/,63da3cd83edd49a903f1724d,"[139.7261523,35.6547367]"
"1-2 Tenjincho, Shinjuku-ku, Tokyo, 162-0808, Japan",4,6459816,Pizza,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",12,"Tokyo, Japan",CRAZY PIZZA at SQUARE,+817020081910,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/crazy-pizza-at-square,,63da3cd83edd49a903f1724e,"[139.7309211,35.7048919]"
"1-35-7 Nakacho, Meguro-ku, Tokyo, 153-0065, Japan",3,1092203,Izakaya,"Air conditioning,Cash only,Counter dining,Notable sake list",17,"Tokyo, Japan",Ametsuchi,+81337121806,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ametsuchi,http://www.ame-tsuchi.com/,63da3cd83edd49a903f1724f,"[139.693733,35.630775]"
"3-6-15 Higashiyama, Meguro-ku, Tokyo, 153-0043, Japan",4,4093187,Ramen,"Air conditioning,Cash only,Counter dining",1,"Tokyo, Japan",YAKUMO,+81363033663,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/yakumo,,63da3cd83edd49a903f17250,"[139.6868077,35.6501265]"
"4-33-9 Naritahigashi, Suginami-ku, Tokyo, 166-0015, Japan",2,3068219,Tonkatsu,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",10,"Tokyo, Japan",Tonkatsu Narikura,+81368825214,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/tonkatsu-narikura,,63da3cd83edd49a903f17251,"[139.638723,35.697698]"
"3-37-5 Asagayaminami, Suginami-ku, Tokyo, 166-0004, Japan",2,2463285,Dumplings,"Air conditioning,Cash only,Counter dining",7,"Tokyo, Japan",Gyozabo Chohakkai,+81333985527,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/gyozabo-chohakkai,,63da3cd83edd49a903f17252,"[139.6349506,35.7045216]"
"15 Funamachi, Shinjuku-ku, Tokyo, 160-0006, Japan",4,3853885,Sushi,"Air conditioning,Counter dining,Credit card / Debit card accepted",17,"Tokyo, Japan",Sushidokoro Shigeru,+81332261588,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sushidokoro-shigeru,,63da3cd83edd49a903f17253,"[139.721697,35.6917655]"
"1-15-12 Setagaya, Setagaya-ku, Tokyo, 154-0017, Japan",3,7282941,Izakaya,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",13,"Tokyo, Japan",Urokogumo,+81363383935,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/urokogumo,,63da3cd83edd49a903f17254,"[139.6509527,35.6424861]"
"2-17-15 Midorigaoka, Meguro-ku, Tokyo, 152-0034, Japan",1,8236460,French,"Air conditioning,American Express credit card,Cash only - lunch,Counter dining,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",6,"Tokyo, Japan",Le Monde Gourmand,+81357268657,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/le-monde-gourmand,http://lemondegourmand.com/,63da3cd83edd49a903f17255,"[139.672178,35.608524]"
"B1F, 5-1-8 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",2,8922023,French,"Air conditioning,Credit card / Debit card accepted",13,"Tokyo, Japan",Les Copains de DOMINIQUE BOUCHET,+81362646566,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/les-copains-de-dominique-bouchet,https://www.lescopains.jp/,63da3cd83edd49a903f17256,"[139.7617454,35.6720022]"
"3-42-5 Jingumae, Shibuya-ku, Tokyo, 150-0001, Japan",3,1400093,Italian,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",9,"Tokyo, Japan",BRAMASOLE,+81364340615,¥¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/bramasole,,63da3cd83edd49a903f17257,"[139.713757,35.670999]"
"1-51-10 Tomigaya Shibuya-ku, Tokyo, 151-0063, Japan",4,5379880,Portuguese,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card",5,"Tokyo, Japan","Cristiano's",+81357900909,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/cristiano-s,http://www.cristianos.jp/,63da3cd83edd49a903f17258,"[139.6890654,35.6685892]"
"4-23-19 Kasuya, Setagaya-ku, Tokyo, 157-0063, Japan",4,565242,Soba,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",18,"Tokyo, Japan",Tohakuan Karibe,+81368798998,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/tohakuan-karibe,http://touhakuan.jp/,63da3cd83edd49a903f17259,"[139.602984,35.663492]"
"3-30-7 Hongo, Bunkyo-ku, Tokyo, 113-0033, Japan",3,6765369,Ramen,"Air conditioning,Cash only,Counter dining",16,"Tokyo, Japan",Chukasoba Nishino,,¥,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/chukasoba-nishino,,63da3cd83edd49a903f1725a,"[139.7615885,35.7067781]"
