Address,Award,Comments,Cuisine,FacilitiesAndServices,Hour,Location,Name,PhoneNumber,Price,Url,WebsiteUrl,_id,coord
"Mainzer Straße 95, Saarbrücken, 66121, Germany",4,797214,Classic French,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",13,"Saarbrücken, Germany",GästeHaus Klaus Erfort,+496819582682,€€€€,https://guide.michelin.com/en/saarland/saarbrucken/restaurant/gastehaus-klaus-erfort,https://www.gaestehaus-erfort.de/,63da3c3e3edd49a903f1647f,"[7.0076258,49.2295502]"
"Nauwieserstraße 5, Saarbrücken, 66111, Germany",4,4601487,"Classic Cuisine, Mediterranean Cuisine","Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card",13,"Saarbrücken, Germany",Esplanade,+4968184499125,€€€€,https://guide.michelin.com/en/saarland/saarbrucken/restaurant/esplanade539722,https://www.esplanade-sb.de/,63da3c3e3edd49a903f16480,"[6.9996028,49.2349097]"
"Potsdamer Straße 3, Berlin, 10785, Germany",4,8498131,"Creative, Contemporary","Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",10,"Berlin, Germany",FACIL,+4930590051234,€€€€,https://guide.michelin.com/en/berlin-region/berlin/restaurant/facil,https://facil.de/de/,63da3c3e3edd49a903f16481,"[13.3737243,52.5090305]"
"Hauptstraße 69, Sulzburg, 79295, Germany",1,4224758,Classic French,"Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",19,"Sulzburg, Germany",Hirschen,+4976348208,€€€€,https://guide.michelin.com/en/baden-wurttemberg/sulzburg/restaurant/hirschen78032,https://www.douce-steiner.de/de_home.html,63da3c3e3edd49a903f16482,"[7.7088806,47.8404612]"
"Kärcherstraße 11, Zweiflingen, 74639, Germany",4,7409391,Classic French,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",14,"Zweiflingen, Germany",Le Cerf,+49794160870,€€€€,https://guide.michelin.com/en/baden-wurttemberg/zweiflingen/restaurant/le-cerf83229,https://schlosshotel-friedrichsruhe.de/,63da3c3e3edd49a903f16483,"[9.5258355,49.2436455]"
"Uferstraße 1, Glücksburg, 24960, Germany",1,8613692,"Classic Cuisine, Modern Cuisine","Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",11,"Glücksburg, Germany",Meierei Dirk Luther,+4946316199411,€€€€,https://guide.michelin.com/en/schleswig-holstein/glcksburg/restaurant/meierei-dirk-luther,https://www.alter-meierhof.de/,63da3c3e3edd49a903f16484,"[9.4999203,54.8225486]"
"Steinweg 30, Andernach, 56626, Germany",2,8250988,"Modern Cuisine, Seasonal Cuisine","Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",11,"Andernach, Germany",PURS,+4926329586750,€€€€,https://guide.michelin.com/en/rheinland-pfalz/andernach/restaurant/purs,https://purs.com/,63da3c3e3edd49a903f16485,"[7.3973765,50.4389346]"
"Parkallee 1, Wangels, 23758, Germany",1,272603,"Creative, Classic Cuisine","American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Visa credit card,Wheelchair access",10,"Wangels, Germany",Courtier,+49438292620,€€€€,https://guide.michelin.com/en/schleswig-holstein/wangels/restaurant/courtier,https://www.weissenhaus.de/,63da3c3e3edd49a903f16486,"[10.7656888,54.3025337]"
"Promenadeplatz 2, Munich, 80331, Germany",0,1878799,Creative French,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",10,"Munich, Germany",Atelier,+498921200,€€€€,https://guide.michelin.com/en/bayern/mnchen/restaurant/atelier-1198719,https://www.bayerischerhof.de/de/,63da3c3e3edd49a903f16487,"[11.5735681,48.1402487]"
"Weinmarkt 3, Nuremberg, 90403, Germany",3,3366222,"Innovative, Market Cuisine","Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",5,"Nuremberg, Germany",Essigbrätlein,+49911225131,€€€€,https://guide.michelin.com/en/bayern/nurnberg/restaurant/essigbratlein,https://essigbraetlein.de/,63da3c3e3edd49a903f16488,"[11.0748151,49.4550962]"
"Palmengartenstraße 11, Frankfurt on the Main, 60325, Germany",4,5740442,"Modern French, Creative","Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",10,"Frankfurt on the Main, Germany",Lafleur,+496990029100,€€€€,https://guide.michelin.com/en/hessen/frankfurt-am-main/restaurant/lafleur,https://www.restaurant-lafleur.de/,63da3c3e3edd49a903f16489,"[8.6565825,50.1214911]"
"Blackrock Market, 19a Main Street, Blackrock, A94 C8Y1, Ireland",2,5709671,Creative,"Air conditioning,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",18,"Blackrock, Ireland",Liath,+35312123676,$$$$,https://guide.michelin.com/en/dun-laoghaire-rathdown/blackrock/restaurant/Liath,https://www.liathrestaurant.com/,63da3c3e3edd49a903f1648a,"[-6.2455068,53.2932062]"
"Cliff at Lyons, Lyons Road, Celbridge, W23 HXH3, Ireland",2,1989778,Modern Cuisine,"Air conditioning,Booking essential,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",17,"Celbridge, Ireland",Aimsir,+35316303500,$$$$,https://guide.michelin.com/en/kildare/celbridge/restaurant/aimsir,https://aimsir.ie/,63da3c3e3edd49a903f1648b,"[-6.5582175,53.2990793]"
"21 Upper Merrion Street, Dublin City, D02 KF79, Ireland",4,3994409,Modern French,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",0,"Dublin City, Ireland",Patrick Guilbaud,+35316764192,$$$$,https://guide.michelin.com/en/dublin/dublin/restaurant/patrick-guilbaud,https://restaurantpatrickguilbaud.ie/,63da3c3e3edd49a903f1648c,"[-6.2530071,53.3384135]"
"18-19 Parnell Square North, Rotunda, Dublin City, D01 T3V8, Ireland",3,4808970,Modern Cuisine,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",17,"Dublin City, Ireland",Chapter One by Mickael Viljanen,+35318732266,$$$$,https://guide.michelin.com/en/dublin/dublin/restaurant/chapter-one-by-mickael-viljanen,https://chapteronerestaurant.com/,63da3c3e3edd49a903f1648d,"[-6.2639708,53.354379]"
"Eglwysfach, Machynlleth, SY20 8TA, United Kingdom",2,6200060,Creative,"Booking essential,Car park,Counter dining,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Visa credit card,Wheelchair access",15,"Machynlleth, United Kingdom",Ynyshir,+441654781209,££££,https://guide.michelin.com/en/ceredigion/machynlleth/restaurant/ynyshir,https://ynyshir.co.uk/,63da3c3e3edd49a903f1648e,"[-3.9439501,52.5445284]"
"Summerhouse, DL2 3UD, United Kingdom",2,3383493,Modern British,"American Express credit card,Booking essential,Car park,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",5,"Summerhouse, United Kingdom",Raby Hunt,+441325374237,££££,https://guide.michelin.com/en/darlington-region/summerhouse/restaurant/raby-hunt,https://rabyhuntrestaurant.co.uk/,63da3c3e3edd49a903f1648f,"[-1.6893656,54.5665058]"
"Auchterarder, PH3 1NF, United Kingdom",0,8157674,Modern French,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",8,"Auchterarder, United Kingdom",Andrew Fairlie at Gleneagles,+441764694267,££££,https://guide.michelin.com/en/perth-and-kinross/auchterarder/restaurant/andrew-fairlie-at-gleneagles,https://www.andrewfairlie.co.uk/,63da3c3e3edd49a903f16490,"[-3.7517344,56.2832316]"
"Church Road, Great Milton, OX44 7PD, United Kingdom",4,6160148,French,"Air conditioning,American Express credit card,Booking essential,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",18,"Great Milton, United Kingdom","Le Manoir aux Quat' Saisons, a Belmond Hotel",+441844278881,££££,https://guide.michelin.com/en/oxfordshire/great-milton/restaurant/belmond-le-manoir-aux-quat-saisons,https://www.belmond.com/hotels/europe/uk/oxfordshire/belmond-le-manoir-aux-quat-saisons/dining,63da3c3e3edd49a903f16491,"[-1.0915663,51.7169058]"
"Lenton Lane, Nottingham, NG7 2SA, United Kingdom",2,3731453,Creative,"Air conditioning,Booking essential,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",10,"Nottingham, United Kingdom",Restaurant Sat Bains,+441159866566,££££,https://guide.michelin.com/en/nottingham-region/nottingham/restaurant/restaurant-sat-bains,https://www.restaurantsatbains.com/,63da3c3e3edd49a903f16492,"[-1.1676041,52.9251069]"
"Midsummer Common, Cambridge, CB4 1HA, United Kingdom",1,4448598,Creative,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card",7,"Cambridge, United Kingdom",Midsummer House,+441223369299,££££,https://guide.michelin.com/en/cambridgeshire/cambridge/restaurant/midsummer-house,https://midsummerhouse.co.uk/,63da3c3e3edd49a903f16493,"[0.1284006,52.2120545]"
"Prescot Road, Aughton, L39 6RT, United Kingdom",2,410241,Creative British,"Air conditioning,American Express credit card,Booking essential,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",13,"Aughton, United Kingdom",Moor Hall,+441695572511,££££,https://guide.michelin.com/en/lancashire/aughton/restaurant/moor-hall,https://moorhall.com/,63da3c3e3edd49a903f16494,"[-2.8919183,53.5423365]"
"126 West Street, Marlow, SL7 2BP, United Kingdom",2,5907016,Modern British,"Booking essential,Car park,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",11,"Marlow, United Kingdom",Hand and Flowers,+441628482277,££££,https://guide.michelin.com/en/buckinghamshire/marlow/restaurant/hand-and-flowers,https://www.thehandandflowers.co.uk/,63da3c3e3edd49a903f16495,"[-0.7836567,51.5696616]"
"43 Upper Brook Street, London, W1K 7QR, United Kingdom",3,5365848,French,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",4,"London, United Kingdom",Le Gavroche,+442074080881,££££,https://guide.michelin.com/en/greater-london/london/restaurant/le-gavroche,https://www.le-gavroche.co.uk/,63da3c3e3edd49a903f16496,"[-0.1552575,51.5112997]"
"10 Trinity Square, London, EC3N 4AJ, United Kingdom",4,954733,"Modern French, French Contemporary","Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access",2,"London, United Kingdom",La Dame de Pic London,+442032973799,££££,https://guide.michelin.com/en/greater-london/london/restaurant/la-dame-de-pic,https://www.ladamedepiclondon.co.uk/,63da3c3e3edd49a903f16497,"[-0.0779535,51.5101629]"
"8 Patriot Square, London, E2 9NF, United Kingdom",1,1417126,Creative,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",17,"London, United Kingdom",Da Terra,+442070622052,££££,https://guide.michelin.com/en/greater-london/london/restaurant/da-terra,https://daterra.co.uk/,63da3c3e3edd49a903f16498,"[-0.05607,51.530411]"
"180 Strand, London, WC2R 1EA, United Kingdom",0,8709736,Creative,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access",3,"London, United Kingdom",Ikoyi,+442035834660,££££,https://guide.michelin.com/en/greater-london/london/restaurant/ikoyi,https://ikoyilondon.com/,63da3c3e3edd49a903f16499,"[-0.11511,51.51242]"
"199 Tooley Street, London, SE1 2JX, United Kingdom",0,2112436,Modern Cuisine,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",13,"London, United Kingdom",Story,+442071832117,££££,https://guide.michelin.com/en/greater-london/london/restaurant/story,https://restaurantstory.co.uk/,63da3c3e3edd49a903f1649a,"[-0.077787,51.5028085]"
"66 Knightsbridge, London, SW1X 7LA, United Kingdom",1,857794,Traditional British,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",13,"London, United Kingdom",Dinner by Heston Blumenthal,+442072013833,££££,https://guide.michelin.com/en/greater-london/london/restaurant/dinner-by-heston-blumenthal,https://www.dinnerbyheston.co.uk/,63da3c3e3edd49a903f1649b,"[-0.1599147,51.5021106]"
"70 Wilton Road, London, SW1V 1DE, United Kingdom",2,3290495,Chinese,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",17,"London, United Kingdom",A. Wong,+442078288931,££££,https://guide.michelin.com/en/greater-london/london/restaurant/a-wong,https://www.awong.co.uk/,63da3c3e3edd49a903f1649c,"[-0.1406558,51.4930091]"
"Shoreditch Town Hall, 380 Old Street, London, EC1V 9LT, United Kingdom",3,3509266,Creative,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",6,"London, United Kingdom",The Clove Club,+442077296496,££££,https://guide.michelin.com/en/greater-london/london/restaurant/the-clove-club,https://www.thecloveclub.com/,63da3c3e3edd49a903f1649d,"[-0.0793371,51.5271054]"
"70 Charlotte Street, London, W1T 4QG, United Kingdom",1,1418458,Modern Cuisine,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",8,"London, United Kingdom",Kitchen Table,+442076377770,££££,https://guide.michelin.com/en/greater-london/london/restaurant/kitchen-table-at-bubbledogs,https://kitchentablelondon.co.uk/,63da3c3e3edd49a903f1649e,"[-0.13647,51.5203616]"
"Michelin House, 81 Fulham Road, London, SW3 6RD, United Kingdom",4,4111716,French,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",4,"London, United Kingdom",Claude Bosi at Bibendum,+442075815817,££££,https://guide.michelin.com/en/greater-london/london/restaurant/claude-bosi-at-bibendum,https://claudebosi.com/,63da3c3e3edd49a903f1649f,"[-0.1688013,51.4933623]"
"Plaza de la Lealtad 5, Madrid, 28014, Spain",3,8573064,Creative,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",9,"Madrid, Spain",Deessa,+34917016820,€€€€,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/deessa,https://www.mandarinoriental.es/,63da3c3e3edd49a903f164a0,"[-3.6928119,40.4158561]"
"Avenida Burjassot 54, Valencia, 46009, Spain",3,5975272,Creative,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",5,"Valencia, Spain",Ricard Camarena,+34963355418,€€€€,https://guide.michelin.com/en/comunidad-valenciana/valencia/restaurant/ricard-camarena,https://www.ricardcamarenarestaurant.com/,63da3c3e3edd49a903f164a1,"[-0.3852003,39.48512]"
"Estrada Monumental 147, Funchal, 9004-532, Portugal",4,2269550,Modern Cuisine,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Visa credit card,Wheelchair access",7,"Funchal, Portugal","Il Gallo d'Oro",+351291707700,€€€€,https://guide.michelin.com/en/ilha-da-madeira/funchal/restaurant/il-gallo-d-oro,https://www.portobay.com/en/restaurants/restaurants-madeira/il-gallo-doro,63da3c3e3edd49a903f164a2,"[-16.9266478,32.6382988]"
"Söllheimerstrasse 16, Salzburg, 5020, Austria",0,1223463,Creative,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",11,"Salzburg, Austria",SENNS.Restaurant,+436644540232,€€€€,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/senns-restaurant,https://www.senns.restaurant/de,63da3c3e3edd49a903f164a3,"[13.063525,47.8361594]"
"Wilhelm-Spazier-Straße 7a, Salzburg, 5020, Austria",4,2016595,"Creative, Modern Cuisine","Air conditioning,American Express credit card,Booking essential,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",0,"Salzburg, Austria",Ikarus,+4366221970,€€€€,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/ikarus,https://www.hangar-7.com/de/,63da3c3e3edd49a903f164a4,"[13.0078642,47.7935688]"
"Coburgbastei 4, Vienna, 1010, Austria",3,2760803,Modern Cuisine,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",7,"Vienna, Austria",Silvio Nickol Gourmet Restaurant,+43151818130,€€€€,https://guide.michelin.com/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant,https://www.palais-coburg.com/,63da3c3e3edd49a903f164a5,"[16.3770073,48.2058003]"
"Am Heumarkt 2a, Vienna, 1030, Austria",1,4196048,"Creative, Contemporary","Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",3,"Vienna, Austria",Steirereck im Stadtpark,+4317133168,€€€€,https://guide.michelin.com/en/vienna/wien/restaurant/steirereck-im-stadtpark,https://www.steirereck.at/,63da3c3e3edd49a903f164a6,"[16.3815669,48.2043967]"
"Wallensteinstraße 59, Vienna, 1200, Austria",2,3493938,Creative,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",13,"Vienna, Austria",Mraz & Sohn,+4313304594,€€€€,https://guide.michelin.com/en/vienna/wien/restaurant/mraz-sohn,https://www.mrazundsohn.at/,63da3c3e3edd49a903f164a7,"[16.3762794,48.2313246]"
"Dominikanerbastei 17, Vienna, 1010, Austria",2,32132,Modern Cuisine,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",15,"Vienna, Austria",Konstantin Filippou,+4315122229,€€€,https://guide.michelin.com/en/vienna/wien/restaurant/konstantin-filippou,https://konstantinfilippou.com/,63da3c3e3edd49a903f164a8,"[16.3797942,48.2107279]"
"GF, North Esplanade, Wynn Palace, Avenida da Nave Desportiva, Macau",4,8286319,Sichuan,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Valet parking,Visa credit card,Wheelchair access",18,Macau,Sichuan Moon,+85388893663,$$$$,https://guide.michelin.com/en/macau-region/macau/restaurant/sichuan-moon,https://www.wynnpalace.com/en,63da3c3e3edd49a903f164a9,"[113.5723245,22.1473845]"
"GF, Wynn Hotel, Rua Cidade de Sintra, NAPE, Macau",4,7489705,Japanese,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access",3,Macau,Mizumi (Macau),+85389863663,$$$$,https://guide.michelin.com/en/macau-region/macau/restaurant/mizumi-macau,https://www.wynnmacau.com/en,63da3c3e3edd49a903f164aa,"[113.5449903,22.1886966]"
"3F, Morpheus, City of Dreams, Estrada do Istmo, Macau",1,6566005,French Contemporary,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access",14,Macau,Alain Ducasse at Morpheus,+85388683432,$$$$,https://guide.michelin.com/en/macau-region/macau/restaurant/alain-ducasse-at-morpheus,https://www.cityofdreamsmacau.com/,63da3c3e3edd49a903f164ab,"[113.5669767,22.1501736]"
"5F, StarWorld Hotel, Avenida da Amizade, Macau",1,8963318,"Hunanese, Sichuan","Air conditioning,American Express credit card,Booking essential,China UnionPay,Counter dining,Credit card / Debit card accepted,JCB,Mastercard credit card,Valet parking,Visa credit card,Wheelchair access",2,Macau,Feng Wei Ju,+85382908668,$$,https://guide.michelin.com/en/macau-region/macau/restaurant/feng-wei-ju,https://www.starworldmacau.com/,63da3c3e3edd49a903f164ac,"[113.5479285,22.189952]"
"GF, Wynn Hotel, Rua Cidade de Sintra, NAPE, Macau",4,5823227,Cantonese,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access",0,Macau,Wing Lei,+85389863663,$$$,https://guide.michelin.com/en/macau-region/macau/restaurant/wing-lei,https://www.wynnmacau.com/en,63da3c3e3edd49a903f164ad,"[113.54578,22.188028]"
"3F, The St. Regis Hotel, 1 Harbour Drive, Hong Kong",1,1918467,French Contemporary,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access",11,Hong Kong,"L'Envol",+85221386818,$$$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/l-envol,https://www.marriott.com/en-us/hotels/hkgxr-the-st-regis-hong-kong/overview/,63da3c3e3edd49a903f164ae,"[114.1761315,22.2799005]"
"1F, H Code, 45 Pottinger Street, Hong Kong",4,6654208,Innovative,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,Maestro,Mastercard credit card,Particularly interesting wine list,Visa credit card",2,Hong Kong,Bo Innovation,+85228508371,$$$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/bo-innovation,http://www.boinnovation.com/BO2/index.php,63da3c3e3edd49a903f164af,"[114.154711,22.2823708]"
"Shop 401, L4, FoodLoft, Mira Place One, 132 Nathan Road, Hong Kong",3,7549351,Cantonese,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card,Wheelchair access",16,Hong Kong,Sun Tung Lok,+85221521417,$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/sun-tung-lok,https://www.suntunglok.com.hk/,63da3c3e3edd49a903f164b0,"[114.17221,22.30099]"
"26F, H Queen's, 80 Queen's Road Central, Hong Kong",2,82153,French Contemporary,"Air conditioning,American Express credit card,Booking essential,Counter dining,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",6,Hong Kong,Écriture,+85227955996,$$$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/ecriture,https://ecriture.squarespace.com/,63da3c3e3edd49a903f164b1,"[114.1552862,22.2831268]"
"8F, One Chinachem Central, 22 Des Voeux Road Central, Hong Kong",0,438436,Italian,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",10,Hong Kong,Octavium,+85221119395,$$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/octavium,https://www.octavium.com.hk/,63da3c3e3edd49a903f164b2,"[114.1571177,22.2825493]"
"Shop G05, 107-108, GF & 1F, Nexxus Building, 41 Connaught Road Central, Hong Kong",2,5838138,Cantonese,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",14,Hong Kong,Ying Jee Club,+85228016882,$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/ying-jee-club,https://yingjeeclub.hk/,63da3c3e3edd49a903f164b3,"[114.156654,22.284338]"
"7F, The Landmark Mandarin Oriental Hotel, 15 Queen's Road Central, Hong Kong",0,5377352,French Contemporary,"Air conditioning,Booking essential,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access",11,Hong Kong,Amber,+85221320066,$$$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/amber569032,https://www.mandarinoriental.com/hong-kong/the-landmark/luxury-hotel,63da3c3e3edd49a903f164b4,"[114.1577065,22.2805311]"
"102F, The Ritz-Carlton, International Commerce Centre, 1 Austin Road West, Hong Kong",0,3896786,Cantonese,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,Great view,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access",14,Hong Kong,Tin Lung Heen,+85222632270,$$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/tin-lung-heen,https://www.ritzcarlton.com/en/hotels/china/hong-kong,63da3c3e3edd49a903f164b5,"[114.1598747,22.3032802]"
"(accessible via K11 Musea, ground floor), 18 Salisbury Road, Hong Kong",4,6791964,Cantonese,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,Great view,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",7,Hong Kong,Yan Toh Heen,+85223132243,$$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/yan-toh-heen,https://hongkong.regenthotels.com/,63da3c3e3edd49a903f164b6,"[114.17395,22.293337]"
"210 Hollywood Road, Hong Kong",3,3645831,Innovative,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",10,Hong Kong,Tate,+85225552172,$$$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/tate,http://www.tate.com.hk,63da3c3e3edd49a903f164b7,"[114.1477192,22.2855757]"
"2F, The Pottinger Hotel, 21 Stanley Street, Hong Kong",3,5710062,Innovative,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,JCB,Maestro,Mastercard credit card,Visa credit card,Wheelchair access",5,Hong Kong,Ta Vie,+85226686488,$$$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/ta-vie,https://www.tavie.com.hk/,63da3c3e3edd49a903f164b8,"[114.15529,22.282766]"
