_id,Name,Address,Location,Price,Cuisine,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices,Hour,coord,Comments
ObjectId(63da3c4b3edd49a903f167c1),Romano,"via Mazzini 120, Viareggio, 55049, Italy","Viareggio, Italy",€€€€,Seafood,+39058431382,https://guide.michelin.com/en/toscana/viareggio/restaurant/romano,https://www.romanoristorante.it/,4,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",8,"[10.2482771,43.8722767]",3.081538e+06
ObjectId(63da3c4b3edd49a903f167c2),Dolce Stil Novo alla Reggia,"piazza della Repubblica 4, Venaria Reale, 10078, Italy","Venaria Reale, Italy",€€€,Modern Cuisine,+393462690588,https://guide.michelin.com/en/piemonte/venaria-reale/restaurant/dolce-stil-novo-alla-reggia,http://www.dolcestilnovo.com,0,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",16,"[7.6249928,45.1351147]",6.876892e+06
ObjectId(63da3c4b3edd49a903f167c3),RistoranTino & C.,"strada principale 63, frazione Rollieres, Sauze di Cesana, 10054, Italy","Sauze di Cesana, Italy",€€€,Modern Cuisine,+39012276141,https://guide.michelin.com/en/piemonte/sauze-di-cesana/restaurant/ristorantino-c,https://ristorantinorollieres.com/,2,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Notable sake list,Particularly interesting wine list,Terrace,Visa credit card",6,"[6.8330183,44.9361607]",2.871724e+06
ObjectId(63da3c4b3edd49a903f167c4),'L Chimpl,"strada de Tamion 3, VIGO DI FASSA, 38039, Italy","VIGO DI FASSA, Italy",€€€,"Creative, Contemporary",+390462769108,https://guide.michelin.com/en/trentino-alto-adige/vigo-di-fassa/restaurant/l-chimpl,https://www.hotelgranmugon.com/ristoranti-stellati-trentino.htm,3,"Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Terrace,Visa credit card",5,"[11.6564315,46.4073422]",2.991037e+06
ObjectId(63da3c4b3edd49a903f167c5),Due Camini,"contrada Masciola, Savelletri, 72015, Italy","Savelletri, Italy",€€€€,Modern Cuisine,+390802255351,https://guide.michelin.com/en/puglia/savelletri/restaurant/due-camini,https://www.ristoranteduecamini.it/,4,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",8,"[17.396599,40.87522]",2.562443e+06
ObjectId(63da3c4b3edd49a903f167c6),Re Maurì,"via Benedetto Croce, Salerno, 84121, Italy","Salerno, Italy",€€€,Creative,+390897633687,https://guide.michelin.com/en/campania/salerno/restaurant/re-mauri,https://www.remauri.it/,0,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",2,"[14.734819,40.6720876]",7.541633e+06
ObjectId(63da3c4b3edd49a903f167c7),Osteria Altran,"Località Cortona 19, Ruda, 33050, Italy","Ruda, Italy",€€€,Modern Cuisine,+390431969402,https://guide.michelin.com/en/friuli-venezia-giulia/ruda/restaurant/osteria-altran,,4,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",14,"[13.410651,45.8132892]",4.010238e+06
ObjectId(63da3c4b3edd49a903f167c8),Osteria della Brughiera,"via Brughiera 49, Villa d'Almè, 24018, Italy","Villa d'Almè, Italy",€€€€,Creative,+39035638008,https://guide.michelin.com/en/lombardia/villa-d-alm/restaurant/osteria-della-brughiera,https://www.osteriadellabrughiera.it/,1,"American Express credit card,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",10,"[9.626508,45.7393224]",2.032461e+06
ObjectId(63da3c4b3edd49a903f167c9),Pierino Penati,"via XXIV Maggio 36, Vigano, 23897, Italy","Vigano, Italy",€€€,Classic Cuisine,+39039956020,https://guide.michelin.com/en/lombardia/vigano/restaurant/pierino-penati,https://pierinopenati.it/it/home/,0,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",2,"[9.3263,45.72778]",3.050588e+06
ObjectId(63da3c4b3edd49a903f167ca),San Martino,"piazza Cappelletto 1, località Rio San Martino, Scorzè, 30037, Italy","Scorzè, Italy",€€€,Modern Cuisine,+390415840648,https://guide.michelin.com/en/veneto/scorz/restaurant/san-martino,https://www.ristorantesanmartino.info/,2,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",1,"[12.110501,45.5892243]",2.737798e+06
ObjectId(63da3c4b3edd49a903f167cb),Terrazza Bosquet,"piazza Tasso 34, Sorrento, 80067, Italy","Sorrento, Italy",€€€€,Creative,+390818777111,https://guide.michelin.com/en/campania/sorrento/restaurant/terrazza-bosquet,https://terrazzabosquet.exvitt.it,1,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",5,"[14.3758036,40.6284812]",6.443296e+06
ObjectId(63da3c4b3edd49a903f167cc),Il Buco,"II rampa Marina Piccola 5, Sorrento, 80067, Italy","Sorrento, Italy",€€€€,Mediterranean Cuisine,+390818782354,https://guide.michelin.com/en/campania/sorrento/restaurant/il-buco,https://www.ilbucoristorante.it/,3,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",15,"[14.3750106,40.6272425]",5.313033e+06
ObjectId(63da3c4b3edd49a903f167cd),La Locanda del Borgo,"località Monte Pugliano 1, Telese, 82037, Italy","Telese, Italy",€€€€,"Creative, Modern Cuisine",+390824941878,https://guide.michelin.com/en/campania/telese/restaurant/la-locanda-del-borgo,http://www.aquapetra.com,4,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",9,"[14.5341855,41.2259613]",865994
ObjectId(63da3c4b3edd49a903f167ce),La Ciau del Tornavento,"piazza Leopoldo Baracco 7, Treiso, 12050, Italy","Treiso, Italy",€€€,Modern Cuisine,+390173638333,https://guide.michelin.com/en/piemonte/treiso/restaurant/la-ciau-del-tornavento,https://www.laciaudeltornavento.it/,4,"American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",5,"[8.08667,44.68925]",3.027637e+06
ObjectId(63da3c4b3edd49a903f167cf),Suinsom,"strada Puez 12, Selva di Val Gardena, 39048, Italy","Selva di Val Gardena, Italy",€€€€,Modern Cuisine,+390471774100,https://guide.michelin.com/en/trentino-alto-adige/selva-di-val-gardena/restaurant/suinsom,https://www.tyrolhotel.it/it/,4,"Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card",3,"[11.7597819,46.5565821]",436297
ObjectId(63da3c4b3edd49a903f167d0),Castello di Fighine,"borgo di Fighine, San Casciano dei Bagni, 53040, Italy","San Casciano dei Bagni, Italy",€€€,Contemporary,+39057856158,https://guide.michelin.com/en/toscana/san-casciano-dei-bagni/restaurant/castello-di-fighine,http://www.fighine.it/index.php,3,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",12,"[11.915653,42.88651]",6.083319e+06
ObjectId(63da3c4b3edd49a903f167d1),Marco Martini Restaurant,"viale Aventino 121, Rome, 00186, Italy","Rome, Italy",€€€€,"Creative, Contemporary",+390645597350,https://guide.michelin.com/en/lazio/roma/restaurant/marco-martini-restaurant,https://www.marcomartinichef.com/,0,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",9,"[12.484601,41.880543]",5.432757e+06
ObjectId(63da3c4b3edd49a903f167d2),Venissa,"fondamenta Santa Caterina 3, Mazzorbo, 30142, Italy","Mazzorbo, Italy",€€€€,Modern Cuisine,+390415272281,https://guide.michelin.com/en/veneto/mazzorbo/restaurant/venissa,https://www.venissa.it/,4,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Terrace,Visa credit card",13,"[12.4111088,45.4886784]",5.871807e+06
ObjectId(63da3c4b3edd49a903f167d3),Spazio7,"via Modane 20, Turin, 10141, Italy","Turin, Italy",€€€€,Modern Cuisine,+390113797626,https://guide.michelin.com/en/piemonte/torino/restaurant/spazio7,https://ristorantespazio7.it/,4,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",10,"[7.6519214,45.0576119]",6.594882e+06
ObjectId(63da3c4b3edd49a903f167d4),Umberto De Martino,"via Madonna d'Argon 4/6, San Paolo d'Argon, 24060, Italy","San Paolo d'Argon, Italy",€€€€,Mediterranean Cuisine,+390354254202,https://guide.michelin.com/en/lombardia/san-paolo-d-argon/restaurant/florian-maison,https://www.florianmaison.com/,2,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",7,"[9.804207,45.6939]",829170
ObjectId(63da3c4b3edd49a903f167d5),Laite,"borgata Hoffe 10, Sappada, 33012, Italy","Sappada, Italy",€€€,"Regional Cuisine, Traditional Cuisine",+390435469070,https://guide.michelin.com/en/veneto/sappada/restaurant/laite,https://www.ristorantelaite.com/,4,"Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",10,"[12.6948157,46.5685736]",4.575581e+06
ObjectId(63da3c4b3edd49a903f167d6),12 Apostoli,"corticella San Marco 3, Verona, 37121, Italy","Verona, Italy",€€€€,"Modern Cuisine, Contemporary",+39045596999,https://guide.michelin.com/en/veneto/verona/restaurant/12-apostoli,https://www.12apostoli.com/,1,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",16,"[10.9960733,45.4426624]",8.479489e+06
ObjectId(63da3c4b3edd49a903f167d7),Del Cambio,"piazza Carignano 2, Turin, 10123, Italy","Turin, Italy",€€€€,"Piedmontese, Contemporary",+39011546690,https://guide.michelin.com/en/piemonte/torino/restaurant/del-cambio,https://delcambio.it/,1,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",11,"[7.68505,45.06959]",578539
ObjectId(63da3c4b3edd49a903f167d8),Al Sorriso,"via Roma 18, Soriso, 28010, Italy","Soriso, Italy",€€€€,"Classic Cuisine, Modern Cuisine",+390322983228,https://guide.michelin.com/en/piemonte/soriso/restaurant/al-sorriso,https://www.alsorriso.com/,0,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",18,"[8.4117561,45.7406199]",3.364049e+06
ObjectId(63da3c4b3edd49a903f167d9),La Credenza,"via Cavour 22, San Maurizio Canavese, 10077, Italy","San Maurizio Canavese, Italy",€€€,Creative,+390119278014,https://guide.michelin.com/en/piemonte/san-maurizio-canavese/restaurant/la-credenza,https://credenzagroup.it/locali/ristorante-la-credenza/,1,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",2,"[7.6319706,45.217537]",7.973526e+06
ObjectId(63da3c4b3edd49a903f167da),Oasis - Sapori Antichi,"via Provinciale 8/10, Vallesaccarda, 83050, Italy","Vallesaccarda, Italy",€€€,"Campanian, Regional Cuisine",+39082797021,https://guide.michelin.com/en/campania/vallesaccarda/restaurant/oasis-sapori-antichi,https://oasis-saporiantichi.it/,4,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",1,"[15.251974,41.0633639]",6.175459e+06
ObjectId(63da3c4b3edd49a903f167db),Balzi Rossi,"via Balzi Rossi 2, Ventimiglia, 18039, Italy","Ventimiglia, Italy",€€€,Seafood,+39018438132,https://guide.michelin.com/en/liguria/ventimiglia/restaurant/balzi-rossi,https://www.ristorantebalzirossi.it/,0,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",0,"[7.533239,43.78393]",5.52902e+06
ObjectId(63da3c4b3edd49a903f167dc),Carignano,"via Carlo Alberto 35, Turin, 10123, Italy","Turin, Italy",€€€€,Creative,+390115170171,https://guide.michelin.com/en/piemonte/torino/restaurant/carignano,https://ristorantecarignano.it/,3,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",11,"[7.6840119,45.065155]",8.047157e+06
ObjectId(63da3c4b3edd49a903f167dd),Magorabin,"corso San Maurizio 61/d, Turin, 10124, Italy","Turin, Italy",€€€,"Creative, Contemporary",+390118126808,https://guide.michelin.com/en/piemonte/torino/restaurant/magorabin,https://www.magorabin.com/,0,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",8,"[7.6960435,45.0684649]",322064
ObjectId(63da3c4b3edd49a903f167de),Condividere,"via Bologna 20/a, Turin, 10121, Italy","Turin, Italy",€€€€,"Modern Cuisine, Creative",+390110897651,https://guide.michelin.com/en/piemonte/torino/restaurant/condividere,https://www.condividere.com/,2,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",17,"[7.6911056,45.0802655]",3.096577e+06
ObjectId(63da3c4b3edd49a903f167df),Moma,"via di San Basilio 42/43, Rome, 00186, Italy","Rome, Italy",€€€,Creative,+390642011798,https://guide.michelin.com/en/lazio/roma/restaurant/moma,https://www.ristorantemoma.it/,2,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",3,"[12.4909,41.90569]",3.399772e+06
ObjectId(63da3c4b3edd49a903f167e0),Campo del Drago,"Località Castiglion del Bosco, Montalcino, 53024, Italy","Montalcino, Italy",€€€€,Contemporary,+3905771913001,https://guide.michelin.com/en/toscana/montalcino/restaurant/campo-del-drago,http://www.rosewoodhotels.com,3,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",17,"[11.422479,43.08386]",3.637287e+06
ObjectId(63da3c4b3edd49a903f167e1),La Primula,"via San Rocco 47, San Quirino, 33080, Italy","San Quirino, Italy",€€€,"Modern Cuisine, Contemporary",+39043491005,https://guide.michelin.com/en/friuli-venezia-giulia/san-quirino/restaurant/la-primula,https://www.ristorantelaprimula.it/,0,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",9,"[12.6814506,46.0348797]",1.368831e+06
ObjectId(63da3c4b3edd49a903f167e2),Al Metrò,"via Magellano 35, San Salvo Marina, 66050, Italy","San Salvo Marina, Italy",€€€,"Modern Cuisine, Mediterranean Cuisine",+390873803428,https://guide.michelin.com/en/abruzzo/san-salvo-marina/restaurant/al-metro,https://www.ristorantealmetro.it/,4,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",16,"[14.7751494,42.0681141]",4.341039e+06
ObjectId(63da3c4b3edd49a903f167e3),Arnaldo - Clinica Gastronomica,"piazza XXIV Maggio 3, Rubiera, 42048, Italy","Rubiera, Italy",€€,Emilian,+390522626124,https://guide.michelin.com/en/emilia-romagna/rubiera/restaurant/arnaldo-clinica-gastronomica,http://www.clinicagastronomica.com/,2,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access",18,"[10.78183,44.65313]",2.442193e+06
ObjectId(63da3c4b3edd49a903f167e4),La Torre,"strada Spicciano 7, Tavarnelle Val di Pesa, 50028, Italy","Tavarnelle Val di Pesa, Italy",€€€€,"Creative, Contemporary",+39055806470,https://guide.michelin.com/en/toscana/tavarnelle-val-di-pesa/restaurant/la-torre166500,https://www.comohotels.com/,1,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",5,"[11.1878246,43.5529904]",3.971143e+06
ObjectId(63da3c4b3edd49a903f167e5),Primo Restaurant,"via 47° Reggimento Fanteria 7, Lecce, 73100, Italy","Lecce, Italy",€€€€,"Mediterranean Cuisine, Contemporary",+390832243802,https://guide.michelin.com/en/puglia/lecce/restaurant/primo-restaurant,https://www.primorestaurant.it/,1,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card",5,"[18.177374,40.3526]",5.473419e+06
ObjectId(63da3c4b3edd49a903f167e6),Il Bavaglino,"via Benedetto Saputo 20, Terrasini, 90049, Italy","Terrasini, Italy",€€€,"Creative, Contemporary",+390918682285,https://guide.michelin.com/en/sicilia/terrasini/restaurant/il-bavaglino,https://www.giuseppecosta.com/,0,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",10,"[13.08189,38.15514]",7.172178e+06
ObjectId(63da3c4b3edd49a903f167e7),Ca' Vittoria,"via Roma 14, Tigliole, 14016, Italy","Tigliole, Italy",€€€,"Piedmontese, Creative",+390141667713,https://guide.michelin.com/en/piemonte/tigliole/restaurant/ca-vittoria,http://www.ristorantevittoria.it,4,"Air conditioning,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",16,"[8.075849,44.8866139]",887485
ObjectId(63da3c4b3edd49a903f167e8),Cannavacciuolo Bistrot,"via Umberto Cosmo 6, Turin, 10131, Italy","Turin, Italy",€€€€,Creative,+390118399893,https://guide.michelin.com/en/piemonte/torino/restaurant/cannavacciuolo-bistrot,https://www.cannavacciuolobistrot.it/,1,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",9,"[7.7009861,45.0627906]",4.023971e+06
ObjectId(63da3c4b3edd49a903f167e9),Oro Restaurant,"isola della Giudecca 10, Venice, 30133, Italy","Venice, Italy",€€€€,Modern Cuisine,+39041240801,https://guide.michelin.com/en/veneto/venezia/restaurant/oro-restaurant,https://www.belmond.com/,4,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",12,"[12.3412,45.4271]",1.00426e+06
ObjectId(63da3c4b3edd49a903f167ea),La Capinera,"via Nazionale 177, località Spisone, Taormina, 98039, Italy","Taormina, Italy",€€€,"Creative, Sicilian",+393381588013,https://guide.michelin.com/en/sicilia/taormina/restaurant/la-capinera,https://www.pietrodagostino.it/,0,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",13,"[15.295927,37.863136]",1.095155e+06
ObjectId(63da3c4b3edd49a903f167eb),Guido,"lungomare Guido Spadazzi 12, Rimini, 47921, Italy","Rimini, Italy",€€€,"Seafood, Modern Cuisine",+390541374612,https://guide.michelin.com/en/emilia-romagna/rimini/restaurant/guido,https://www.ristoranteguido.it/,2,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Terrace,Visa credit card",15,"[12.62138,44.03226]",7.629621e+06
ObjectId(63da3c4b3edd49a903f167ec),Abocar Due Cucine,"via Farini 13, Rimini, 47921, Italy","Rimini, Italy",€€€,"Creative, Modern Cuisine",+39054122279,https://guide.michelin.com/en/emilia-romagna/rimini/restaurant/abocar-due-cucine,https://abocarduecucine.it/,0,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",7,"[12.5663487,44.0626895]",678797
ObjectId(63da3c4b3edd49a903f167ed),Sadler,"via Ascanio Sforza 77, Milan, 20141, Italy","Milan, Italy",€€€€,Creative,+390258104451,https://guide.michelin.com/en/lombardia/milano/restaurant/sadler,https://ristorantesadler.it/,1,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",13,"[9.175983,45.4420858]",2.981411e+06
ObjectId(63da3c4b3edd49a903f167ee),Accursio,"via Grimaldi 41, Modica, 97015, Italy","Modica, Italy",€€€€,Creative,+390932941689,https://guide.michelin.com/en/sicilia/modica/restaurant/accursio,https://www.accursioristorante.it/,4,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",4,"[14.7606251,36.8599639]",1.302904e+06
ObjectId(63da3c4b3edd49a903f167ef),Gellius,"calle Pretoria 6, Oderzo, 31046, Italy","Oderzo, Italy",€€€,Modern Cuisine,+390422713577,https://guide.michelin.com/en/veneto/oderzo/restaurant/gellius,https://www.ristorantegellius.it/,2,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",11,"[12.4946107,45.7828798]",6.847732e+06
ObjectId(63da3c4b3edd49a903f167f0),Indaco,"piazza Santa Restituta 1, Lacco Ameno, 80076, Italy","Lacco Ameno, Italy",€€€€,"Creative, Seafood",+39081994322,https://guide.michelin.com/en/campania/lacco-ameno/restaurant/indaco,https://www.reginaisabella.com/it/,0,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",13,"[13.88421,40.75377]",1.537515e+06
ObjectId(63da3c4b3edd49a903f167f1),D.One Restaurant,"via del Borgo 1, Montepagano, 64026, Italy","Montepagano, Italy",€€€,"Modern Cuisine, Contemporary",+390858944508,https://guide.michelin.com/en/abruzzo/montepagano/restaurant/d-one-restaurant-diffuso,https://www.donerestaurant.it/,4,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",6,"[13.9897625,42.6772065]",1.149914e+06
ObjectId(63da3c4b3edd49a903f167f2),Amistà,"via Cedrare 78, Corrubbio, 37029, Italy","Corrubbio, Italy",€€€€,Italian Contemporary,+390456855583,https://guide.michelin.com/en/veneto/corrubbio/restaurant/amista-33,https://www.ristoranteamista.it/,0,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",17,"[10.899484,45.48968]",8.343722e+06
ObjectId(63da3c4b3edd49a903f167f3),Schöneck,"via Schloss Schöneck 11, Molini, 39030, Italy","Molini, Italy",€€€,Regional Cuisine,+390474565550,https://guide.michelin.com/en/trentino-alto-adige/molini/restaurant/schoneck,https://www.schoeneck.it/,2,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",10,"[11.8482868,46.8186079]",3.129128e+06
ObjectId(63da3c4b3edd49a903f167f4),Antica Osteria Nonna Rosa,"via Laudano 1, loc. Pietrapiana, Vico Equense, 80060, Italy","Vico Equense, Italy",€€€,Modern Cuisine,+390818799055,https://guide.michelin.com/en/campania/vico-equense/restaurant/antica-osteria-nonna-rosa,https://www.peppeguida.com/,0,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",12,"[14.43397,40.66156]",5.727818e+06
ObjectId(63da3c4b3edd49a903f167f5),Paolo e Barbara,"via Roma 47, San Remo, 18038, Italy","San Remo, Italy",€€€,"Modern Cuisine, Italian Contemporary",+390184531653,https://guide.michelin.com/en/liguria/san-remo/restaurant/paolo-e-barbara,https://www.paolobarbara.it/,4,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",17,"[7.7738025,43.8148723]",1.787452e+06
ObjectId(63da3c4b3edd49a903f167f6),Guidoristorante,"via Alba 15, Serralunga d'Alba, 12050, Italy","Serralunga d'Alba, Italy",€€€€,Piedmontese,+390173626162,https://guide.michelin.com/en/piemonte/serralunga-d-alba/restaurant/guido361561,https://www.guidoristorante.it/,0,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",1,"[7.98265,44.6414]",6.889259e+06
ObjectId(63da3c4b3edd49a903f167f7),Casa Iozzìa,"via della Quercia 15/b, Vitorchiano, 01030, Italy","Vitorchiano, Italy",€€€,"Modern Cuisine, Sicilian",+390761373441,https://guide.michelin.com/en/lazio/vitorchiano/restaurant/casa-iozzia,https://www.casaiozzia.it/,4,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Terrace,Visa credit card",10,"[12.1636364,42.4591729]",3.074604e+06
ObjectId(63da3c4b3edd49a903f167f8),Prezioso,"via Fragsburg 3, Merano, 39012, Italy","Merano, Italy",€€€€,"Modern Cuisine, Creative",+390473244071,https://guide.michelin.com/en/trentino-alto-adige/merano/restaurant/prezioso,https://www.fragsburg.com/,1,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Terrace,Visa credit card",17,"[11.1910522,46.642062]",3.279888e+06
ObjectId(63da3c4b3edd49a903f167f9),Zappatori,"corso Torino 34, Pinerolo, 10064, Italy","Pinerolo, Italy",€€€,Modern Cuisine,+390121374158,https://guide.michelin.com/en/piemonte/pinerolo/restaurant/zappatori,https://www.trattoriazappatori.it/,2,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",17,"[7.3320196,44.8847909]",5.911873e+06
ObjectId(63da3c4b3edd49a903f167fa),Osteria del Povero Diavolo,"via Roma 30, Torriana, 47825, Italy","Torriana, Italy",€€,Modern Cuisine,+390541675060,https://guide.michelin.com/en/emilia-romagna/torriana/restaurant/osteria-del-povero-diavolo,https://osteriapoverodiavolo.it/,2,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card",14,"[12.3851325,43.9858498]",2.691194e+06
ObjectId(63da3c4b3edd49a903f167fb),21.9,"Località Carretta 4, Piobesi d'Alba, 12040, Italy","Piobesi d'Alba, Italy",€€€,Creative,+390173619261,https://guide.michelin.com/en/piemonte/pibesi-d-alba/restaurant/21-9,https://www.ristorante21punto9.it/,1,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",9,"[7.9903827,44.7326422]",3.103026e+06
ObjectId(63da3c4b3edd49a903f167fc),Sissi,"via Galilei 44, Merano, 39012, Italy","Merano, Italy",€€€,"Modern Cuisine, Classic Cuisine",+390473231062,https://guide.michelin.com/en/trentino-alto-adige/merano/restaurant/sissi,https://sissi.andreafenoglio.com/it/home/1-0.html,0,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",10,"[11.1608085,46.6738587]",3.573425e+06
