_id,Name,Address,Location,Price,Cuisine,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices,Hour,coord,Comments
ObjectId(63da3c3e3edd49a903f16257),The French Laundry,"6640 Washington St., Yountville, 94599, USA","Yountville, USA",$$$$,"Contemporary, French",+17079442380,https://guide.michelin.com/en/california/yountville/restaurant/the-french-laundry,https://www.thomaskeller.com/tfl,3,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",0,"[-122.36474,38.40443]",8.520864e+06
ObjectId(63da3c3e3edd49a903f16258),Lasarte,"Mallorca 259, Barcelona, 08008, Spain","Barcelona, Spain",€€€€,Creative,+34934453242,https://guide.michelin.com/en/catalunya/barcelona/restaurant/lasarte,https://www.restaurantlasarte.com/,2,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",6,"[2.1622018,41.3936278]",6.086542e+06
ObjectId(63da3c3e3edd49a903f16259),ABaC,"Avenida del Tibidabo 1, Barcelona, 08022, Spain","Barcelona, Spain",€€€€,Creative,+34933196600,https://guide.michelin.com/en/catalunya/barcelona/restaurant/abac,https://abacrestaurant.com/es,1,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",2,"[2.1367664,41.4103822]",990055
ObjectId(63da3c3e3edd49a903f1625a),Cocina Hermanos Torres,"Taquígraf Serra 20, Barcelona, 08029, Spain","Barcelona, Spain",€€€€,Creative,+34934100020,https://guide.michelin.com/en/catalunya/barcelona/restaurant/cocina-hermanos-torres,http://www.cocinahermanostorres.com,3,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",10,"[2.1400168,41.3865273]",7.39491e+06
ObjectId(63da3c3e3edd49a903f1625b),Akelaŕe,"Paseo del Padre Orcolaga 56, Donostia / San Sebastián, 20008, Spain","Donostia / San Sebastián, Spain",€€€€,"Creative, Traditional Cuisine",+34943311209,https://guide.michelin.com/en/pais-vasco/es-donostia-san-sebastian/restaurant/akelare,https://akelarre.net/,4,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",17,"[-2.0731493,43.3027805]",3.998555e+06
ObjectId(63da3c3e3edd49a903f1625c),Atrio,"Plaza San Mateo 1, Cáceres, 10003, Spain","Cáceres, Spain",€€€€,Creative,+34927242928,https://guide.michelin.com/en/extremadura/cceres/restaurant/atrio,https://restauranteatrio.com/,4,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",1,"[-6.3713456,39.4730183]",6.043602e+06
ObjectId(63da3c3e3edd49a903f1625d),Quique Dacosta,"Rascassa 1, Dénia, 03700, Spain","Dénia, Spain",€€€€,Creative,+34965784179,https://guide.michelin.com/en/comunidad-valenciana/dnia/restaurant/quique-dacosta,https://www.quiquedacosta.es/,2,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",5,"[0.0852209,38.8537884]",2.064806e+06
ObjectId(63da3c3e3edd49a903f1625e),Aponiente,"Francisco Cossi Ochoa, El Puerto de Santa María, 11500, Spain","El Puerto de Santa María, Spain",€€€€,"Creative, Innovative",+34606225859,https://guide.michelin.com/en/andalucia/el-puerto-de-santa-maria/restaurant/aponiente,https://www.aponiente.com/,2,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",9,"[-6.2164435,36.6033273]",6.210372e+06
ObjectId(63da3c3e3edd49a903f1625f),DiverXO,"Padre Damián 23, Madrid, 28036, Spain","Madrid, Spain",€€€€,Creative,+34915700766,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/diverxo,https://diverxo.com/,1,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",10,"[-3.6856715,40.4582913]",1.927015e+06
ObjectId(63da3c3e3edd49a903f16260),Martín Berasategui,"Loidi 4, Lasarte - Oria, 20160, Spain","Lasarte - Oria, Spain",€€€€,Creative,+34943366471,https://guide.michelin.com/en/pais-vasco/lasarte-oria/restaurant/martin-berasategui,http://www.martinberasategui.com/es/inicio,4,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",0,"[-2.0152402,43.2664755]",6.234208e+06
